Region,Country,Sales Reps,First Name,Last Name,Gender,Age,Rank Levels,Rank,Products,Years,Quarter,Month,Revenue (USD)
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 1,1,"641,142"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 1,1,"41,931"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 1,1,"34,881"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 1,1,"19,317"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 1,1,"411,209"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 1,1,"43,736"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 1,1,"109,135"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 1,1,"28,292"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 1,1,"28,335"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 1,1,"6,432"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 1,1,"25,685"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 1,1,"5,918"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 1,1,"371,283"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 1,1,"38,226"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 1,1,"35,085"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 1,1,"51,726"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 1,1,"518,915"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 1,1,"69,703"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 1,1,"160,195"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 1,1,"85,398"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 1,1,"135,872"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 1,1,"8,641"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 1,1,"40,984"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 1,1,"5,942"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 1,1,"80,095"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 1,1,"20,261"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 1,1,"49,415"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 1,1,"20,769"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 1,1,"258,732"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 1,1,"12,512"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 1,1,"6,148"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 1,1,"10,850"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 1,1,"273,236"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 1,1,"7,632"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 1,1,"45,383"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 1,1,"15,752"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 1,1,"252,320"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 1,1,"150,592"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 1,1,"84,284"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 1,1,"8,075"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 1,1,"209,385"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 1,1,"37,366"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Assessories,2019,QTR 1,1,"18,621"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Tablets,2019,QTR 1,1,"5,573"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Smartphones,2019,QTR 1,1,"209,859"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Laptops,2019,QTR 1,1,"1,918"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Assessories,2019,QTR 1,1,"10,469"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Tablets,2019,QTR 1,1,"2,780"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Smartphones,2019,QTR 1,1,"416,999"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Laptops,2019,QTR 1,1,"10,834"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Assessories,2019,QTR 1,1,"64,150"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Tablets,2019,QTR 1,1,"5,185"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Smartphones,2019,QTR 1,1,"62,007"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Laptops,2019,QTR 1,1,"7,909"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Assessories,2019,QTR 1,1,"13,649"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Tablets,2019,QTR 1,1,"9,667"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Smartphones,2019,QTR 1,1,"356,059"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Laptops,2019,QTR 1,1,"75,436"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Assessories,2019,QTR 1,1,"91,971"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Tablets,2019,QTR 1,1,"17,678"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Smartphones,2019,QTR 1,1,"105,197"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Laptops,2019,QTR 1,1,"16,159"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Assessories,2019,QTR 1,1,"7,103"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Tablets,2019,QTR 1,1,"6,701"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Smartphones,2019,QTR 1,1,"184,806"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Laptops,2019,QTR 1,1,"15,033"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Assessories,2019,QTR 1,1,"49,778"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Tablets,2019,QTR 1,1,"16,165"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 1,1,"528,900"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 1,1,"74,902"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 1,1,"43,163"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 1,1,"44,163"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 1,1,"91,720"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 1,1,"47,228"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 1,1,"7,480"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 1,1,"32,931"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 1,1,"72,521"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 1,1,"8,086"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 1,1,"4,617"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 1,1,"1,130"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 1,1,"596,269"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 1,1,"63,269"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 1,1,"77,197"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 1,1,"56,474"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 1,2,"696,162"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 1,2,"111,594"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 1,2,"132,872"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 1,2,"65,102"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 1,2,"26,396"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 1,2,"9,354"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 1,2,"19,968"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 1,2,589
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 1,2,"46,087"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 1,2,"9,357"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 1,2,"20,422"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 1,2,"12,782"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 1,2,"128,121"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 1,2,"17,469"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 1,2,"24,725"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 1,2,"2,335"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 1,2,"39,290"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 1,2,"17,450"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 1,2,"6,187"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 1,2,"4,027"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 1,2,"1,036,321"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 1,2,"106,455"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 1,2,"240,843"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 1,2,"59,188"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 1,2,"132,234"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 1,2,"19,657"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Assessories,2019,QTR 1,2,"41,821"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Tablets,2019,QTR 1,2,"9,110"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Smartphones,2019,QTR 1,2,"89,555"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Laptops,2019,QTR 1,2,"2,926"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Assessories,2019,QTR 1,2,"19,089"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Tablets,2019,QTR 1,2,"4,146"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Smartphones,2019,QTR 1,2,"93,824"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Laptops,2019,QTR 1,2,"20,949"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Assessories,2019,QTR 1,2,"62,659"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Tablets,2019,QTR 1,2,"7,062"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Smartphones,2019,QTR 1,2,"95,880"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Laptops,2019,QTR 1,2,"1,571"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Assessories,2019,QTR 1,2,"23,766"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Tablets,2019,QTR 1,2,976
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Smartphones,2019,QTR 1,2,"396,303"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Laptops,2019,QTR 1,2,"46,322"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Assessories,2019,QTR 1,2,"131,260"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Tablets,2019,QTR 1,2,"3,801"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Smartphones,2019,QTR 1,2,"70,345"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Laptops,2019,QTR 1,2,"10,075"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Assessories,2019,QTR 1,2,"12,742"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Tablets,2019,QTR 1,2,"9,764"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Smartphones,2019,QTR 1,2,"123,472"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Laptops,2019,QTR 1,2,"16,168"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Assessories,2019,QTR 1,2,"27,213"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Tablets,2019,QTR 1,2,962
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 1,2,"459,217"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 1,2,"28,158"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 1,2,"34,305"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 1,2,"22,681"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 1,2,"367,998"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 1,2,"18,150"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 1,2,"24,463"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 1,2,"11,378"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 1,2,"73,504"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 1,2,"1,322"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 1,2,"3,542"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 1,2,"1,889"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 1,2,"326,109"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 1,2,"31,838"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 1,2,"131,835"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 1,2,"9,936"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 1,2,"127,641"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 1,2,"29,165"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 1,2,"75,607"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 1,2,"52,150"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 1,2,"100,143"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 1,2,993
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 1,2,"10,767"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 1,2,"9,205"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 1,2,"69,064"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 1,2,"1,096"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 1,2,"32,711"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 1,2,"8,090"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 1,2,"139,075"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 1,2,"11,272"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 1,2,"27,682"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 1,2,"5,856"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 1,2,"128,727"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 1,2,"11,483"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 1,2,"6,155"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 1,2,"8,173"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 1,2,"590,169"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 1,2,"12,804"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 1,2,"132,081"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 1,2,"87,319"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 1,2,"176,233"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 1,2,"19,924"
